method,path,status_code,type,ja,en
,,422,coupon_image_storage_conflict,"クーポン画像のストレージIDは既に存在します",The coupon image storage_id is already exists
,,503,temporarily_unavailable,,Service Unavailable
POST,/storage/v1,400,partner_decryption_failed,"リクエスト中の暗号データを復号化することができませんでした。",Could not decrypt the data.
,,400,partner_client_not_found,"partner_clientが見つかりません。",The partner client is not found.
,,422,formats_not_supported_by_storage,"このフォーマットは対応していません",This format is not supported
POST,/user-devices,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
,,422,user_not_found,,The user is not found
GET,/user-devices/:uuid,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
,,422,user_device_not_found,,The user-device not found
POST,/user-devices/:uuid/activate,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
,,422,user_device_not_found,,The user-device not found
POST,/user-devices/:uuid/banks,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
,,403,forbidden,,Forbidden
,,422,user_device_is_disabled,"このデバイスは無効化されています",The user-device is disabled
,,422,user_device_not_found,,The user-device not found
,,422,bank_registration_limit_error,"8口座を越えて登録できません",Can not register more than 8 accounts.
,,422,private_money_not_found,,Private money not found
,,422,paytree_disabled_private_money,"このマネーは銀行から引き落とし出来ません",This money cannot be charged from the bank
,,422,unpermitted_private_money,"このマネーは使えません",This money is not available
,,503,incomplete_configration_for_organization_bank,"現状、このマネーは銀行からのチャージを行えません。システム管理者へお問合せ下さい","Currently, this money cannot be topup from this bank. Please contact your system administrator."
GET,/user-devices/:uuid/banks,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
,,403,forbidden,,Forbidden
,,422,private_money_not_found,,Private money not found
,,422,user_device_not_found,,The user-device not found
POST,/user-devices/:uuid/banks/topup,400,paytree_request_failure,"銀行の外部サービス起因により、チャージに失敗しました",Failure to topup due to external services of the bank
,,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
,,403,forbidden,,Forbidden
,,403,user_bank_disabled_error,"現在、このユーザーは銀行からのチャージは利用できません",Topup from this user's bank have now been stopped.
,,404,user_bank_not_found,"登録された銀行が見つかりません",Bank not found
,,422,private_money_not_found,,Private money not found
,,422,user_device_is_disabled,"このデバイスは無効化されています",The user-device is disabled
,,422,user_device_not_found,,The user-device not found
,,422,request_id_conflict,"このリクエストIDは他の取引ですでに使用されています。お手数ですが、別のリクエストIDで最初からやり直してください。",The request_id is already used by another transaction. Try again with new request id
,,422,account_not_found,"アカウントが見つかりません",The account is not found
,,422,account_can_not_topup,"この店舗からはチャージできません",account can not topup
,,422,transaction_has_done,"取引は完了しており、キャンセルすることはできません",Transaction has been copmpleted and cannot be canceled
,,422,account_restricted,"特定のアカウントの支払いに制限されています",The account is restricted to pay for a specific account
,,422,account_balance_not_enough,"口座残高が不足してます",The account balance is not enough
,,422,c2c_transfer_not_allowed,"このマネーではユーザ間マネー譲渡は利用できません",Customer to customer transfer is not available for this money
,,422,account_transfer_limit_exceeded,"取引金額が上限を超えました",Too much amount to transfer
,,422,account_balance_exceeded,"口座残高が上限を超えました",The account balance exceeded the limit
,,422,account_money_topup_transfer_limit_exceeded,"マネーチャージ金額が上限を超えました",Too much amount to money topup transfer
,,422,account_total_topup_limit_range,"期間内での合計チャージ額上限に達しました",Entire period topup limit reached
,,422,account_total_topup_limit_entire_period,"全期間での合計チャージ額上限に達しました",Entire period topup limit reached
,,422,coupon_unavailable_shop,"このクーポンはこの店舗では使用できません。",This coupon is unavailable for this shop.
,,422,coupon_already_used,"このクーポンは既に使用済みです。",This coupon is already used.
,,422,coupon_not_received,"このクーポンは受け取られていません。",This coupon is not received.
,,422,coupon_not_sent,"このウォレットに対して配信されていないクーポンです。",This coupon is not sent to this account yet.
,,422,coupon_amount_not_enough,"このクーポンを使用するには支払い額が足りません。",The payment amount not enough to use this coupon.
,,422,coupon_not_payment,"クーポンは支払いにのみ使用できます。",Coupons can only be used for payment.
,,422,coupon_unavailable,"このクーポンは使用できません。",This coupon is unavailable.
,,422,account_suspended,"アカウントは停止されています",The account is suspended
,,422,account_closed,"アカウントは退会しています",The account is closed
,,422,customer_account_not_found,,The customer account is not found
,,422,shop_account_not_found,,The shop account is not found
,,422,account_currency_mismatch,"アカウント間で通貨が異なっています",Currency mismatch between accounts
,,422,account_pre_closed,"アカウントは退会準備中です",The account is pre-closed
,,422,account_not_accessible,"アカウントにアクセスできません",The account is not accessible by this user
,,422,terminal_is_invalidated,"端末は無効化されています",The terminal is already invalidated
,,422,same_account_transaction,"同じアカウントに送信しています",Sending to the same account
,,422,transaction_invalid_done_at,"取引完了日が無効です",Transaction completion date is invalid
,,422,transaction_invalid_amount,"取引金額が数値ではないか、受け入れられない桁数です",Transaction amount is not a number or cannot be accepted for this currency
,,422,paytree_disabled_private_money,"このマネーは銀行から引き落とし出来ません",This money cannot be charged from the bank
,,422,unpermitted_private_money,"このマネーは使えません",This money is not available
,,503,temporarily_unavailable,,Service Unavailable
,,503,incomplete_configration_for_organization_bank,"現状、このマネーは銀行からのチャージを行えません。システム管理者へお問合せ下さい","Currently, this money cannot be topup from this bank. Please contact your system administrator."
POST,/paytree/charge-entry-result,400,partner_decryption_failed,"リクエスト中の暗号データを復号化することができませんでした。",Could not decrypt the data.
,,400,partner_client_not_found,"partner_clientが見つかりません。",The partner client is not found.
POST,/paytree/reconcile,400,invalid_parameters,"項目が無効です",Invalid parameters
,,403,unpermitted_admin_user,"この管理ユーザには権限がありません",Admin does not have permission
